Id,Domain,Group Title,KDB_Titel,Description_NL,Comments for Operators NL
2961,Payment Means RCB,Rekening: Types zichtrekeningen,Comfort Plus,"
 
Afgeschaft per 01/01/2014
 
Kenmerken van de dienst ""COMFORT PLUS""
1. Instant Card
Bij verlies of diefstal van de debetkaart krijgt de klant in noodgevallen onmiddellijk een gratis kaart ter vervanging in het kantoor.
2. Franchise bij misbruik van de debetkaart
Bij misbruik na verlies of diefstal van de debetkaart hoeft de klant de franchise van 150 euro niet te betalen indien hij binnen de 24 uur :
- een verklaring aflegt bij de politie
- en Cardstop belt om zijn kaart te laten blokkeren
3. Fotokaart
Debetkaart met een zelf gekozen foto
4. Electronische duplicaten rekeningafschriften via BDN
Gratis opvragen van online duplicaten van rekeningafschriften via BDN.

Kostprijs
Red, Gold, Platinum: gratis (inbegrepen bij het maandelijks forfait).
Blue
3,75 europer kwartaal voor comfort plus-pakket zonder afkoop franchise
annulatie franchise bij misbruik debetkaart indien verlies/diefstal kan niet afgekocht worden
Classic:betalen per dienst apart, kunnen pakket niet kopen.
5 euro/aanvraag voor een instant card
5 euro/aanvraag voor een fotokaart
9 euro/aanvraag voor duplicaat van rekeningafschriften
annulatie franchise bij misbruik indien verlies/diefstal kaart kan niet afgekocht worden
White : niet mogelijk.
 
 
Hoe aanvragen in kantoor
 
Via Foxe>Selecteer de rekening>Beheren forfaitaire rekening>Comfort plus aanvinken
​",
2962,Payment Means RCB,Rekening: Types Zichtrekeningen,"White Rekening: diensten, tarifering","

Wat
Een internet-zichtrekeningMet standaard een
- debetkaart
- MasterCard White (deferred of Prepaid)
- Belfius Direct Net-contract De diensten op deze rekening zijn beperkt

Opening en beheer  
Kan geopend worden viaBelfius.be (nieuwe klanten) enBelfius Direct Net (bestaande klanten)Er is slechts één rol medehouder en een wederzijdse volmacht toegelatenKan enkel beheerd worden via BDN en aan de SSBBepaalde diensten en transacties worden per stuk getarifeerdEr is geen enkele verzekering gelinkt aan de MasterCardKan als centralisatierekening gebruikt worden (b.v. voor kluis...)
 
Doelgroep 
Zichtrekening voor privédoeleinden voor particulieren (bekwame meerderjarige en verblijfhouder)
 
Diensten 
1. Inbegrepen bij beheerskost
Enkel monodevies: EUR1 debetkaart en 1 kredietkaart (automatisch)Contract Belfius Direct Net voor beheer rekening (automatisch)Belfius Direct Net: beheer rekening en transacties op rekening (overschrijvingen*, domiciliëringen, doorlopende opdrachten,...)SSB: transacties op rekening (overschrijvingen, transfers, doorlopende opdrachten,...), pinchange, cash-verrichtingen* (opvragingen/stortingen) en opladen ProtonBetalingen in EUR met debetkaart binnen Sepa-zoneRekeningafschriften via Belfius Direct Net (geen ander kanaal mogelijk)Debetkaart voor medehouder, met zijn diensten
 
* Indien een volledige nieuwe klant een White-rekening opent, moet er eerst een face-to-face contact (e-ID moet ingelezen worden via de Xenta op kantoor) geweest zijn met deze klant binnen 1 jaar alvorens hij online een krediet kan afsluiten, sepa betalingen kan doen of geld deponeren via SSB. De nieuwe klant wordt hiervan op de hoogte gebracht via het startpakket dat hij thuis ontvangt (zie aanvraagprocedure).
 
2. Betalende dienstenPersonalisatie van de debetkaartCashopvragingen en betalingen met debetkaart buiten Sepa-zone Dringende elektronische overschrijvingWeigering elektronische transactie wegens onvoldoende provisieVervanging van de kaart tengevolge van verlies/beschadigingInning van een cheque
 
3. Niet-toegelaten diensten
Multideviezencompartimenten 
 
4. Creditrente
Vanaf 01/04/2014 krijgen de klanten op de White rekening een creditrente, zoals op alle andere zichtrekeningen (uitzondering: startrekening)
 
Klanten die geen kantoor aanduiden bij de opening van de rekening, krijgen standaard als kantoor DSS toegewezen

Link KDB:Tarifering White Account ​
 ",
2964,Payment Means RCB,Kredietkaart: Aanvraag - tarifering / Carte de crédit: Demande - tarification,Package Mastercard Business met Mastercard Gold/Platinum,"

Principe 
Indien de klant eenMastercard Business heeft op een professionele rekeningheeft hij op zijn privérekening recht op ofwel:een gratis Mastercard/Visa Goldeen korting op de Mastercard Platinum
Hierdoor kan de klant ook genieten van de verzekeringen die verbonden zijn aan de Mastercard Gold/Platinum zowel voor de privé-rekening als voor de business-rekening.
Wanneer de klant nu reeds een Mastercard Red heeft, gaat u deze best omschakelen via Type Kaart naar een Gold of Platinum. Zo geniet de klant van de korting.
Let wel:
De betrokken Mastercard Gold of Platinum moet wel de oudste kaart Mastercard gold/platinum zijn, die verbonden is aan de privérekening.

Nadien kan er dan nog een tweede kaart worden aangevraagd die eveneens gratis is.
 
Tarifering
Er wordt eerst het volledige forfait van de rekening getarifeerd en dan wordt 4,18 euro teruggestort op de rekening.(wordt soms in 2 bedragen teruggestort op 2 verschillende tijdstippen)
​",
2965,Payment Means RCB,Rekening: Types zichtrekeningen,Samenvatting: diensten inbegrepen in de prijs van de zichtrekening,"
 
Samenvattende tabel: diensten inbegrepen in de prijs van de zichtrekening
 
 Link InSite :Tarieven en rentevoeten geldig voor de privéklanten
 
Classic
Blue
Red
Gold
Platinum
White
Start
Beheer
Forfait
ja
ja
ja
ja
ja
ja
ja
Toevoegen medehouder/volmachten
ja
supplement
supplement
supplement
supplement
enkel medehouder
enkel medehouder
Interesten
Creditinteresten
ja
ja
ja
ja
ja
ja
niet mogelijk
Debetinteresten
ja
ja
ja
ja
ja
ja
Ja
Abonnement BDN
ja
ja
ja
ja
ja
ja
ja
Rekeningafschriften
BDN only
ja
ja
ja
ja
ja
ja
ja
aan SSB
ja
",
2966,Payment Means RCB,Rekening: Intresten en premies / Intérêts et primes ,Rentevoeten op een zichtrekening,"
 
Rentevoeten
Linken InSite CVBA:Rentevoeten
Linken InSite Kantorennet:Rentevoeten

Opgelet!
Het minimumbedrag van:
de te storten interest (saldo creditinterest – saldo debetinterest) moet minstens 1,24 EUR bedragen voor er een storting gebeurt op de rekening van de klant. Voor Belfius Jongklanten is dit minstens 0,37 EUR.

de te debiteren interest (saldo debetinterest – saldo creditinterest) moet minstens 0,37 EUR bedragen. Indien minder, wordt er niets gedebiteerd van de rekening van de klant.
 ",
2967,Payment Means RCB,Rekening: Kosten / Frais,Korting op beheerskosten privé-zichtrekening,"


Jongeren

Belfius Jong-klanten (10 jaar tem 24 jaar)
Blue: gratisRed-Gold-Platinum: bij de eerste aanvraag van een kredietkaart op de zichtrekening is de zichtrekening een jaar gratis.   
Post-Belfius Jong-klanten (van 25 tem 29 jaar)
 
Bij de eerste aanvraag van een kredietkaart op de zichtrekening is de zichtrekening een jaar gratis.

 
Private- en Affluent-klanten

Deze tarieven gelden enkel voor klanten die op 31/12/2011 tot het segment Private of Affluent behoorden: Classic en Blue: geen beheerskosten, geen toeslag co-titularis of mandatarisForfaitaire rekeningen: verminderde beheerskosten, geen toeslag co-titularis of mandatarisGratis diensten op Classic-rekening: ­Beheersforfait van de kaart, Proton, Bancontact/ MisterCash + MaestroGratis verrichtingen op Classic en Blue-rekeningen:Papieren overschrijving / Overschrijving Comfort Banking / Cheque /                                  Geldopvraging loket / Bestelling overschrijvingsformulieren & chequeBeheerskosten collectieve papieren overschrijving; geen portkosten indien periodiciteit >= 14 dagen
 
Arco-aandeelhouders

Als een lid van een gezin heeft ingeschreven op Arcopar-aandelen voor een bedrag van minstens 245 EUR, dan geniet het hele gezin van een korting op de beheerskosten van de privé-zichtrekeningen (niet op een classicrekening).
 
Men dient dus : 
lid te zijn van hetzelfde gezin
op hetzelfde adres te wonen 
en dit alles moet ook zo herkenbaar in foxe staan
Foxe>Personen>Specifiek beheren>Gezin:
in het bovenste kader zie je de personen die op hetzelfde adres wonen 
in het onderste kader zie je de personen die tot hetzelfde gezin behoren Indien een persoon wel is opgenomen als wonende op hetzelfde adres maar niet in hetzelfde gezin en deze persoon hoort nochtans bij het gezin, dan moet de agent deze persoon selecteren en klikken op “toevoegen aan gezin”. Hierdoor wordt deze persoon toegevoegd in het onderste kader.Voorwaarde om door het systeem als op hetzelfde adres wonende persoon herkend te worden: het adres moet op identiek dezelfde manier geschreven zijn voor alle personen op dat adres (ook een spatie wordt aanzien als een karakter).Ook (wettelijk) samenwonenden en ouders wiens kinderen (tot 18 jaar ) Arcopar-aandelen bezitten, hebben recht op de korting.
 
Cumulatie van kortingenArco + private: mogelijkArco + Belfius Jong: mogelijk
 ​
 ",
2969,Payment Means RCB,Rekening: Multidevies,Openen nieuw deviezencompartiment,"
 
Procedure

1. In Foxe

Voeg het (de) deviezencompartiment(en) toe via Foxe>Rekeningen>Specifiek beheren>Multideviezen.

klik op de knop 'toevoegen';creëer het deviescompartiment;(enkel die compartimenten die in de lijst voorkomen zijn mogelijk)vul de reden 'actief op vraag van de client' in;en klik op de knop 'bewaren'.
Opgelet : het is niet mogelijk om een compartiment toe te voegen op een Internet zichtrekening (Belfius Pulse en Belfius Pulse White)

2. Document
 
Vul een manueel document in  (FOXE 1256 / FOXE 1227) voor de wijziging op de rekening met vermelding van de volgende gegevens:naam ondergetekende(n);rekeningnummer;de nieuwe deviezen/compartimentenen de handtekening(en).

3. Maak het ondertekende document over aan de zetel.

 
 
Link InSite CVBA: Toevoegen van een deviezencompartiment
Link InSite Kantorennet:Toevoegen van een deviezencompartiment","
Verwijs de klant door naar het kantoor.
Indien hij aandringt, mogen wij het compartiment toevoegen.
De documenten dienen doorgestuurd te worden naar het kantoor en de klant die de documenten toch te gaan tekenen.​"
2970,Payment Means RCB,Rekening: Multidevies,Beheer Multidevies,"


Definitie
Elk compartiment beschikt over zijn eigen saldo, uitgedrukt in de munt van het compartiment.

2 Manieren van beheren van een multideviezenrekening: globaal of individueel 
Voor 2006 was globaal beheer de regel, sinds 2006 heeft men de keuze maar staat individueel beheer voorgeprogrammeerd. 

Individueel beheer
Elk compartiment bestaat op zich.
Voordeel: compartimenten kunnen niet langer een ongeoorloofd debetsaldo vertonen door een transactie in een ander compartiment.
Nadeel: niet meer mogelijk transacties uit te voeren met een compartiment als het beschikbaar bedrag ervan ontoereikend is.
 
Globaal beheer
Foxe kijkt voor een verrichting naar het globaal beschikbaar bedrag van alle compartimenten samen
Voorbeeld :
saldo compartiment USD = 1.000 USD
saldo compartiment EUR = 500 EUR
overschrijving naar belegging in USD van 1.200 USD
 
Gevolg:

Overschrijving zal toch doorgaanalhoewel er niet genoeg geld staat op het compartiment in USD.  
Foxe maakteen globaal saldo van alle compartimenten samen (USD + EUR). 
Is globaal beschikbaar bedrag >/= overschrijvingsbedrag -> betaling gaat door.

Opgelet!
Geen automatische overboeking van het EUR – compartiment naar het USD – compartiment. Het USD–compartiment zal negatief geplaatst worden voor het bedrag dat tekort was om de overboeking te doen. Het is de agent of de klant zélf die de nodige provisies voorzien.  
 

Wijzigen van individueel naar globaal beheer of omgekeerd
 
Foxe>Rekeningen>Specifiek beheren>Multidevies>Wijzigen (type beheer). ​
 ",
2971,Payment Means RCB,Rekening: Multidevies,Tarifering en rentevoeten Multidevies,"

Tarifering
De Multideviezendienst:
voor zichtrekeningen met 'privé-'gebruik: gratis
voor zichtrekeningen met 'professioneel' gebruik: 3,75 euro btw niet inbegrepen voor het komende semester

Rentevoeten
De berekening vindt plaats om de drie maanden (in plaats van maandelijks).
Een creditrente wordt per devies toegekend (min. 0% - max. 0,50%) ; deze creditrente is dezelfde ongeacht het gebruik van de rekening.
De debetrente is deviesgebonden en bedraagt minimum 14% voor de rekeningen  met 'privé-'gebruik en is minimum gelijk aan de kaskredietrente in EUR (13/6/03 : 7,30%) voor derekeningen met 'professioneel' gebruik.
Transfer in deviezen
Geen kosten indien transfer naar een andere Belfius-rekening (SHA)
Indien een transfer een wijziging van het devies inhoudt, passen wij de wisselkoers toe die geldt op het ogenblik dat de verrichting geboekt wordt.​  ​
 
Link InSite CVBA:Rentevoeten multideviezencompartimenten
Link InSite Kantorennet:Rentevoeten multideviezencompartimenten
Link InSite:Internationale verrichtingen : standaardkosten",
2977,Payment Means RCB,Rekening: Types Zichtrekeningen,Sociale Bijstandsrekening,"
 
Definitie
een rekeningdie op verzoek van een OCMW/privé-instelling geopend wordtop naam van een begunstigde van een leefloonen waarop deze bijstand wordt gestort
 
Specifieke eigenschappen 
een zichtrekeningwaaraan automatisch een Bancontact/SSB-kaart met Maestro-functie gekoppeld wordtwordt beheerd door de begunstigde zelf (= onderscheid met de andere sociale rekeningen)De begunstigde kan automatisch genieten van een voorschot van maximaal9,99 euro zodat hij de mogelijkheid heeft om de totaliteit van zijn leefgeld af te halen. Dit voorschot geldt alleen maar als hij de afname of betaling doet via zijn bankkaart.Geen enkele ander kredietfaciliteit kan toegekend worden

Voordelen instelling 
meer veiligheid omdat er minder met contanten gewerkt wordtbeperking van de kostenmogelijkheid om gemakkelijker ten onrechte gestort geld terug te vorderen mits een beslissing van de Raad van Bestuurdebet rekening instelling en credit socialebijstandsrekening op dezelfde dagopvolging saldo rekening via Belfiusweb
 
Voordelen begunstigden
 meer veiligheid: begunstigde kan geld opnemen in functie van zijn behoeften. Hij moet niet meer het totale bedrag van de bijstand in één keer opvragenhet verhoogt het gevoel van eigenwaarde omdat zij nu houder kunnen zijn van een rekening met een bankkaart, zelfs indien zij bij de Nationale Bank bekend staan als ""slechte betalers"". Het gaat hier dus onmiskenbaar om een middel voor sociale integratiekosten aangerekend aan de rekeninghouder = geenandere inkomsten die niet afkomstig zijn van de instelling kunnen ook op deze rekening gestort worden (bv. kinderbijslag, terugbetalingen van het ziekenfonds) 

Rekeninghouderrekening op 1 naam : elke persoon die financieel afhangt van de instelling of een leefloon ontvangt
 rekening op 2 namen voor gehuwden of wettelijk samenwonenden:  beide echtgenoten/wettelijk samenwonenden zijn afhankelijk van de instellingen wonen onder hetzelfde dakIn dat geval is een wederzijdse volmacht nodigDeze volmacht maakt deel uit van het openingsdocumentBeide titularissen ontvangen een Bancontact/MisterCash-kaart met Maestro-functie 
 rekening op 2 namen voor samenwonenden zonder contract van wettelijke samenwoonst: beide samenwonenden zijn afhankelijk van de instellingen wonen onder hetzelfde dak Beide titularissen ontvangen een Bancontact/MisterCash-kaart met Maestro-functie
 
Bancontact/Maestro-kaart 

Wordt automatisch toegekend bij de opening van de rekening. 

Verzendingkaart: naar verzendingsadres van de rekeninggeheime code: naar de instelling 
In geval van verlies of diefstal:rekeninghouder moet onmiddellijk een agentschap of Card Stop verwittigenhij blijft verantwoordelijk voor alle verrichtingen die vóór deze aangifte zouden gebeuren
 
OpmerkingBelfius Bank behoudt het recht om te weigeren om meer dan twee kaarten per jaar toe te kennen of meer dan twee keer per jaar de geheime code te vernieuwen.Het verzoek om een nieuwe kaart en/of code moet door de instelling worden ingediend.
 
Verrichtingen 

Mogelijkheden rekeninghouder socialebijstandsrekening zijn beperkter dan deze van gewone zichtrekening.Opvraging in contanten aan SSB, Bancontact- en Maestrotoestellen in binnen-en buitenland: mogelijk tot een debet van maximaal 9,99 euro indien afname met bankkaartOpvraging in contanten aan het loket:
- enkel toegestaan met een attest afgeleverd door de instelling dat rekeninghouder zijn kaart niet meer kan gebruiken (kaart verloren, onleesbaar, ...)
- afnames mogelijk in elk agentschap Belfius en niet enkel in domicilie-agentschapBetalingen mogelijk aan SSB, aan Proton- en BancontactbetaalterminalsNationale en internationale overschrijvingenStortingen aan de automatische loketten of aan de loketten van een agentschap
Opgelet : zie link KDB -Beperking cash-stortingen op zichtrekeningen tot maximum 250EUR per 30 dagenInning van nationale betaalmiddelen zoals chequesDomiciliëring en doorlopende opdrachtenOpvragen rekeningafschriftenWijzigen geheime code  
Opgelet:niet mogelijk!Inning van internationale cheques op rekeningRekeninghouder kan geen cheques en/of papieren overschrijvingen bestellen
 
Rekeningafschriften Rekeninghouder haalt de afschriften zelf af aan de SSBIndien niet, worden de uittreksels één keer per jaar naar het verzendingsadres van de rekening verstuurd.
 
Bijkomende diensten Mogelijk: Belfius Direct Phone (BDP) en Belfius Direct Net (BDN).
Aan te vragen in het agentschapUitgesloten: Belfius Cover en Jongerenvoordelen
 
Beslag 

Een beslag kan niet voor 100% uitgesloten worden. In principe kan er geen beslag gelegd worden op een leefloon maar doordat het op een rekening gestort wordt, wordt de toepassing van dit principe onzeker.
Belfius Bank verbindt zich er toe om op deze rekening niet tot beslag over te gaan.
Andere instellingen kunnen wel tot beslag overgaan (vonnis, belastingen, ...)
 
 
Link InSite CVBA:Tarieven Sociale Rekeningen
Link InSite Kantorennet:Tarieven Sociale Rekeningen ​
 ",
