intent,expression
cards.question.limit.overdraft.bankcard-creditcard,et si je depasse la limite de ma mastercard white
cards.question.limit.overdraft.bankcard-creditcard,et si je depasse le montant maximum de ma visa il se passe quoi
cards.question.limit.overdraft.bankcard-creditcard,Et si je depense plus que le maximum sur ma carte de credit
cards.question.limit.overdraft.bankcard-creditcard,Et si je depense plus sur ma carte de credit
cards.question.limit.overdraft.bankcard-creditcard,et si je depense trop avec ma mastercard il se passe quoi
cards.question.limit.overdraft.bankcard-creditcard,"et si je depense trop sur ma carte visa qu'est ce qu'il se passe"
cards.question.limit.overdraft.bankcard-creditcard,peut-on depenser plus avec sa mastercard
cards.question.limit.overdraft.bankcard-creditcard,puis-je aller au-dela de la limite de ma mastercard white
cards.question.limit.overdraft.bankcard-creditcard,puis-je aller au-dela de la limite de ma visa
cards.question.limit.overdraft.bankcard-creditcard,puis-je aller au-dela de la limite de mastercardgold
cards.question.limit.overdraft.bankcard-creditcard,puis-je aller au-dessus du maximum de ma mastercard red
cards.question.limit.overdraft.bankcard-creditcard,puis-je depasser avec ma mastercard red
cards.question.limit.overdraft.bankcard-creditcard,puis-je depasser la limite de ma carte de credit
cards.question.limit.overdraft.bankcard-creditcard,puis-je depasser la limite de ma carte de credit prepaid
cards.question.limit.overdraft.bankcard-creditcard,puis-je depasser la limite de ma carte visa
cards.question.limit.overdraft.bankcard-creditcard,Puis-je depenser plus avec ma carte de credit
cards.question.limit.overdraft.bankcard-creditcard,"puis-je depenser plus qu'autorise sur ma carte visa"
cards.question.limit.overdraft.bankcard-creditcard,puis-je depenser plus que la limite de ma carte de credit
cards.question.limit.overdraft.bankcard-creditcard,que faire pour pouvoir depenser plus avec ma mastercard
cards.question.limit.overdraft.bankcard-creditcard,que faire si je veux acheter quelque chose qui coute plus cher que le montant maximum de ma carte de credit
cards.question.limit.overdraft.bankcard-creditcard,que faire si je veux acheter quelque chose qui coute plus cher que le montant maximum de ma visa
cards.question.limit.overdraft.bankcard-creditcard,que faire si je veux depenser plus que le maximum de ma visa
cards.question.limit.overdraft.bankcard-creditcard,que faites-vous si je depense trop sur ma carte de credit
cards.question.limit.overdraft.bankcard-creditcard,"qu'est-ce qu'il se passe si je depasse le montant maximum de ma carte de credit"
cards.question.limit.overdraft.bankcard-creditcard,"qu'est-ce qu'il se passe si je depasse sur ma carte de credit"
cards.question.limit.overdraft.bankcard-creditcard,"qu'est-ce qu'il se passe si je depense plus sur ma mastercard que ce que je peux"
cards.question.lower.limit.bankcard-creditcard,"Combien d'euros puis-je reduire ma carte de credit"
cards.question.lower.limit.bankcard-creditcard,"de combien d'euros puis-je reduire ma carte de credit"
cards.question.lower.limit.bankcard-creditcard,est ce  possible de reduire ma limite de carte visa
cards.question.lower.limit.bankcard-creditcard,est ce possible de diminuer ma limite de carte de credit
cards.question.lower.limit.bankcard-creditcard,est ce que je peux diminuer la limite de ma carte de credit
cards.question.lower.limit.bankcard-creditcard,est ce que je peux diminuer ma limite mastercard
cards.question.lower.limit.bankcard-creditcard,la limite de la carte visa peut etre abaissee
cards.question.lower.limit.bankcard-creditcard,la limite de la mastercard platinum peut elle etre baissee
cards.question.lower.limit.bankcard-creditcard,mais il est possible de minimiser la limite pour cette carte de credit
cards.question.lower.limit.bankcard-creditcard,pourquoi la limite de ma mastercard peut-elle etre abaissee sans consultation
cards.question.lower.limit.bankcard-creditcard,puis je baisser la limite de debit de ma carte visa
cards.question.lower.limit.bankcard-creditcard,puis je diminuer la limite de ma carte mastercard
cards.question.lower.limit.bankcard-creditcard,puis-je abaisser la limite de ma mastercard de beaucoup
cards.question.lower.limit.bankcard-creditcard,puis-je diminuer la limite de ma carte de credit
cards.question.lower.limit.bankcard-creditcard,puis-je reduire la limite de depenses de ma mastercard white
cards.question.lower.limit.bankcard-creditcard,puis-je reduire la limite de ma carte de credit
cards.question.lower.limit.bankcard-creditcard,"quel est le montant minimum pour abaisser la limite d'une carte mastercard gold"
cards.question.order.bankcard,"est ce possible d'avoir une carte"
cards.question.order.bankcard,est-ce-que tu sais commander une carte pour moi
cards.question.order.bankcard,"j'ai une question concernant la demande d'une carte"
cards.question.order.bankcard,"j'ai une question sur ma carte de banque pour la commander"
cards.question.order.bankcard,je souhaiterai avoir des infos sur vos cartes pour les commander
cards.question.order.bankcard,"j'envisage de commander une carte c'est possible"
cards.question.order.bankcard,"j'envisage de prendre une carte de banque sais tu m'aider"
cards.question.order.bankcard,ou je sais passer commande pour une carte bancaire
cards.question.order.bankcard,ou puis je obtenir une carte
cards.question.order.bankcard,peux tu me commander une carte
cards.question.order.bankcard,peux-tu me guider dans la commande de ma carte
cards.question.order.bankcard,puis je demander une carte
cards.question.order.bankcard,"puis je recevoir de l'info sur la commande d'une carte"
cards.question.order.bankcard,que  faire si je souhaite commander une carte
cards.question.order.bankcard,"sais tu 'aider pour acheter une carte"
cards.question.order.bankcard,sais tu ou je peux commander une carte de banque
cards.question.order.bankcard,"tu peux m'aider pour ma commande de carte"
cards.question.order.bankcard,"tu sais m'aider a avoir une carte"
cards.question.order.bankcard,"tu sais m'aider pour demander une carte"
cards.question.order.bankcard,"puis je te demander de l'aide pour commander une carte de banque"
cards.question.order.bankcard-creditcard,"est ce possible d'avoir une nouvelle gold"
cards.question.order.bankcard-creditcard,"j'ai une question concernant la demande d'une carte de credit"
cards.question.order.bankcard-creditcard,"j'ai une question sur ma carte de credit pour la commander"
cards.question.order.bankcard-creditcard,"je souhaite commander une mastercard red tu m'aides"
cards.question.order.bankcard-creditcard,je souhaiterai avoir des infos sur vos cartes de credit pour les commander
cards.question.order.bankcard-creditcard,"j'envisage de commander une nouvelle carte credit c'est possible"
cards.question.order.bankcard-creditcard,ou je sais passer commande pour une carte credit
cards.question.order.bankcard-creditcard,ou puis je obtenir une carte credit
cards.question.order.bankcard-creditcard,peut-on passer par toi pour commander une carte de credit
cards.question.order.bankcard-creditcard,peux tu commander ma carte credit
cards.question.order.bankcard-creditcard,peux-tu me demander une carte prepaid
cards.question.order.bankcard-creditcard,puis je demander une mastercard
cards.question.order.bankcard-creditcard,"puis je te demander de l'aide pour commander ma carte de credit"
cards.question.order.bankcard-creditcard,puis-je avoir une mastercard white
cards.question.order.bankcard-creditcard,"puis-je recevoir de l'info sur la commande d'une mastercard white"
cards.question.order.bankcard-creditcard,"sais tu 'aider pour acheter une carte credit"
cards.question.order.bankcard-creditcard,sais tu ou je peux commander une mastercard
cards.question.order.bankcard-creditcard,"tu peux m'aider pour ma commande de ma gold"
cards.question.order.bankcard-creditcard,"tu sais m'aider a commander une mc"
cards.question.order.bankcard-creditcard,tu sais verifier si je peux avoir une carte prepaid
cards.question.order.extra_card.bankcard-creditcard,"j'ai deja une carte de credit  je peux demander une 2'"
cards.question.order.extra_card.bankcard-creditcard,"j'aimerai demander une deuxieme carte de credit c'est possible"
cards.question.order.extra_card.bankcard-creditcard,"j'aimerais demander une carte visa supplementaire je peux"
cards.question.order.extra_card.bankcard-creditcard,"j'aurais besoin d'une deuxieme carte de credit je peux te la demander"
cards.question.order.extra_card.bankcard-creditcard,je peux avoir une deuxieme carte de credit
cards.question.order.extra_card.bankcard-creditcard,"je souhaite une carte visa supplementaire sait tu m'aider"
cards.question.order.extra_card.bankcard-creditcard,"je veux commander une seconde carte de credit tu sais m'aider"
cards.question.order.extra_card.bankcard-creditcard,"n'importe qui peut demander une 2' carte de credit"
cards.question.order.extra_card.bankcard-creditcard,peut on commander une carte prepaid white en plus
cards.question.order.extra_card.bankcard-creditcard,peut on commander une carte white en plus
cards.question.order.extra_card.bankcard-creditcard,peut on commander une deuxieme carte de credit
cards.question.order.extra_card.bankcard-creditcard,puis je demander une carte de credit supplementaire
cards.question.order.extra_card.bankcard-creditcard,puis je demander une deuxieme carte prepaid
cards.question.order.extra_card.bankcard-creditcard,puis je demander une deuxieme visa
cards.question.order.extra_card.bankcard-creditcard,puis je faire commander une carte de credit pour mon epouse
cards.question.order.extra_card.bankcard-creditcard,"sais tu si je peux commander une 2' mastercard white"
cards.question.order.extra_card.bankcard-creditcard,sais-tu me  dire si je peux demander une deuxieme mastercard red
cards.question.order.extra_card.bankcard-creditcard,"tout le monde peut se procurer une 2' carte de credit"
cards.question.order.extra_card.bankcard-creditcard,"tu peux m'aider pour recevoir une deuxieme carte de credit"
cards.question.order.extra_card.bankcard-creditcard,tu sais me dire si je peux avoir une carte de credit supplementaire
cards.question.order.extra_card.bankcard-creditcard,tu sais me dire si je peux recevoir une deuxieme mastercard gold
